ability,item,moves
Levitate,Leftovers,VoltSwitch Thunderbolt HydroPump WillOWisp 
QuarkDrive,BoosterEnergy,Encore FreezeDry HydroPump IceBeam 
FlameBody,HeavyDutyBoots,Defog Roost Uturn BraveBird 
ThermalExchange,HeavyDutyBoots,DragonDance GlaiveRush IcicleCrash Earthquake 
Protosynthesis,ChoiceSpecs,EarthPower Thunderbolt VoltSwitch StealthRock 
GoodasGold,AirBalloon,NastyPlot MakeItRain ShadowBall Recover 
VesselofRuin,Leftovers,Earthquake Spikes Protect Whirlwind 
Protean,ChoiceScarf,KnockOff PlayRough Uturn FlowerTrick 
ThickFat,HeavyDutyBoots,IronDefense BodyPress AppleAcid Recover 
ZerotoHero,FigyBerry,FlipTurn WaveCrash JetPunch CloseCombat 
ToxicDebris,BlackSludge,StealthRock Spikes PowerGem MortalSpin 
Protosynthesis,BoosterEnergy,HeadlongRush CloseCombat StoneEdge RapidSpin 
GoodasGold,ChoiceScarf,ShadowBall MakeItRain FocusBlast Trick 
Technician,SalacBerry,BulletPunch CloseCombat Uturn SwordsDance 
Infiltrator,ChoiceSpecs,ShadowBall DracoMeteor Flamethrower Uturn 
QuarkDrive,BoosterEnergy,HydroPump FreezeDry FlipTurn Taunt 
ToxicDebris,FocusSash,EarthPower MortalSpin EnergyBall StealthRock 
GoodasGold,AirBalloon,MakeItRain ShadowBall NastyPlot Recover 
Technician,FocusSash,Spore MachPunch BulletSeed Bulldoze 
SupremeOverlord,BlackGlasses,KowtowCleave IronHead SuckerPunch SwordsDance 
ZerotoHero,Leftovers,JetPunch DrainPunch BulkUp Taunt 
Protosynthesis,BoosterEnergy,HeadlongRush RapidSpin CloseCombat KnockOff 
Infiltrator,ChoiceSpecs,Surf DracoMeteor ShadowBall Thunderbolt 
SupremeOverlord,BlackGlasses,SuckerPunch KowtowCleave SwordsDance BrickBreak 
QuarkDrive,BoosterEnergy,Encore HydroPump FreezeDry TeraBlast 
ZerotoHero,Leftovers,JetPunch DrainPunch Taunt BulkUp 
Technician,MetalCoat,NightSlash BulletPunch Uturn SwordsDance 
MagicBounce,FocusSash,TrickRoom MysticalFire HealingWish Trick 
MagicBounce,FocusSash,TrickRoom HealingWish MysticalFire Trick 
SupremeOverlord,LifeOrb,SwordsDance IronHead KowtowCleave SuckerPunch 
IronFist,LifeOrb,BulkUp IcePunch DrainPunch ThunderPunch 
GoodasGold,LifeOrb,NastyPlot ShadowBall MakeItRain Thunderbolt 
FlareBoost,FlameOrb,TrickRoom Trick Explosion DestinyBond 
Regenerator,HeavyDutyBoots,ShedTail KnockOff RapidSpin Taunt 
CursedBody,LightClay,Reflect LightScreen Curse ThunderWave 
SandVeil,FocusSash,StealthRock SwordsDance Earthquake FireFang 
PsychicSurge,LightClay,Reflect LightScreen HealingWish Psyshock 
MoldBreaker,AirBalloon,FilletAway StoredPower Surf IceBeam 
WeakArmor,FocusSash,ShellSmash TeraBlast StoredPower ShadowBall 
Infiltrator,LifeOrb,DragonDance DragonDarts TeraBlast PhantomForce 
WaterAbsorb,Leftovers,Toxic StealthRock Recover Earthquake 
FlameBody,HeavyDutyBoots,QuiverDance FieryDance BugBuzz Psychic 
Pressure,RockyHelmet,Defog Roost BraveBird Uturn 
QuarkDrive,ChoiceSpecs,HydroPump FreezeDry TeraBlast FlipTurn 
ZerotoHero,PunchingGlove,BulkUp Taunt JetPunch DrainPunch 
SapSipper,Leftovers,HornLeech LeechSeed BulkUp Synthesis 
Unaware,Leftovers,Liquidation Curse Yawn Rest 
WaterAbsorb,RockyHelmet,Recover StealthRock Yawn ToxicSpikes 
Pressure,RockyHelmet,BodyPress IronDefense Defog Roost 
VesselofRuin,Leftovers,ThroatChop Substitute Spikes Whirlwind 
NaturalCure,HeavyDutyBoots,SeismicToss SoftBoiled HealBell ThunderWave 
Drizzle,DampRock,Uturn Roost Hurricane HydroPump 
Protean,AssaultVest,Uturn FlowerTrick PlayRough SuckerPunch 
SwiftSwim,ChoiceBand,Liquidation CloseCombat PoisonJab ThroatChop 
VoltAbsorb,ChoiceSpecs,Hurricane Thunder VoltSwitch WeatherBall 
Defiant,ChopleBerry,StealthRock IronHead SuckerPunch taunt 
ZerotoHero,ChoiceBand,JetPunch FlipTurn CloseCombat IcePunch 
Pressure,RockyHelmet,Roost Defog Uturn BodyPress 
ToxicDebris,FocusSash,Toxic StealthRock PowerGem SludgeBomb 
PurifyingSalt,Eviolite,Recover IronDefense SaltCure BodyPress 
Infiltrator,LifeOrb,DracoMeteor ShadowBall FireBlast Uturn 
TintedLens,LifeOrb,SwordsDance FirstImpression SuckerPunch LeechLife 
Multiscale,LumBerry,DragonDance Outrage Earthquake ExtremeSpeed 
Sharpness,LifeOrb,PsychoCut SacredSword NightSlash Agility 
Regenerator,ChoiceScarf,DracoMeteor KnockOff RapidSpin ShedTail 
HugePower,SitrusBerry,AquaJet PlayRough Bulldoze BellyDrum 
BeadsofRuin,HeavyDutyBoots,DarkPulse FireBlast WillOWisp NastyPlot 
WaterAbsorb,BlackSludge,Earthquake Toxic Recover StealthRock 
Pressure,Leftovers,BodyPress Uturn IronDefense Roost 
Sharpness,ChoiceBand,PsychoCut SacredSword NightSlash ShadowSneak 
BeadsofRuin,ChoiceSpecs,DarkPulse Flamethrower FireBlast Psychic 
Protean,ChoiceScarf,FlowerTrick BrickBreak KnockOff Uturn 
Unaware,Leftovers,Earthquake PoisonJab Toxic Recover 
MirrorArmor,RockyHelmet,BraveBird Uturn Defog Roost 
SandStream,Leftovers,Crunch Earthquake ThunderWave StealthRock 
VesselofRuin,Leftovers,Spikes Whirlwind Earthquake Ruination 
PurifyingSalt,Leftovers,IronDefense BodyPress SaltCure Recover 
Protosynthesis,Leftovers,DazzlingGleam Wish Protect CalmMind 
FlameBody,HeavyDutyBoots,Flamethrower Roost Defog WillOWisp 
WaterAbsorb,BlackSludge,Earthquake Recover StealthRock Yawn 
Technician,LifeOrb,SwordsDance BulletPunch Thief Trailblaze 
Defiant,Leftovers,BulkUp Taunt DrainPunch RageFist 
WaterAbsorb,HeavyDutyBoots,Wish Protect ChillingWater Yawn 
ClearBody,ChoiceSpecs,DracoMeteor ShadowBall Uturn FireBlast 
Multiscale,ChoiceBand,ExtremeSpeed BodySlam Earthquake FirePunch 
QuarkDrive,Leftovers,BodyPress VoltSwitch Protect IronDefense 
QuarkDrive,HeavyDutyBoots,Taunt HydroPump FreezeDry FlipTurn 
Regenerator,LifeOrb,ChillyReception CalmMind Blizzard Psyshock 
SlushRush,LifeOrb,Earthquake IceSpinner PlayRough Liquidation 
QuarkDrive,ChoiceSpecs,HydroPump FreezeDry TeraBlast Blizzard 
SwordofRuin,ExpertBelt,IcicleCrash SacredSword ThroatChop PsychicFangs 
Levitate,ChoiceScarf,FlashCannon FreezeDry TeraBlast Explosion 
SkillLink,LifeOrb,IcicleSpear ShellSmash RockBlast Liquidation 
Protosynthesis,Leftovers,DazzlingGleam CalmMind Wish Protect 
PurifyingSalt,Leftovers,Recover SaltCure StealthRock BodyPress 
GoodasGold,ChoiceScarf,Trick ShadowBall MakeItRain Thunderbolt 
PoisonHeal,ToxicOrb,Spore SeedBomb TeraBlast MachPunch 
Unaware,Leftovers,Liquidation BodyPress Curse Yawn 
Pressure,RockyHelmet,Uturn BraveBird Roost Defog 
RoughSkin,FocusSash,Earthquake DragonTail StealthRock Spikes 
Justified,LifeOrb,CloseCombat BulletPunch ExtremeSpeed SwordsDance 
SpeedBoost,Leftovers,StoredPower TeraBlast CalmMind Protect 
Regenerator,HeavyDutyBoots,KnockOff RapidSpin ShedTail Taunt 
GoodasGold,ChoiceScarf,ShadowBall MakeItRain NastyPlot Trick 
Protosynthesis,BoosterEnergy,ScaleShot Crunch Acrobatics DragonDance 
Technician,LifeOrb,BulletPunch CloseCombat QuickAttack SwordsDance 
RoughSkin,FocusSash,Earthquake DragonTail StealthRock Spikes 
GoodasGold,ChoiceScarf,ShadowBall MakeItRain NastyPlot Trick 
Protosynthesis,BoosterEnergy,Crunch Earthquake Acrobatics DragonDance 
QuarkDrive,BoosterEnergy,FreezeDry HydroPump Agility Taunt 
SwordofRuin,LifeOrb,SuckerPunch IceSpinner Crunch SwordsDance 
RoughSkin,FocusSash,Earthquake DragonTail StealthRock Spikes 
Justified,LifeOrb,CloseCombat BulletPunch ExtremeSpeed SwordsDance 
Infiltrator,SpellTag,DragonDarts PhantomForce SuckerPunch DragonDance 
GoodasGold,ChoiceScarf,ShadowBall MakeItRain NastyPlot Trick 
Protosynthesis,BoosterEnergy,ScaleShot Crunch Acrobatics DragonDance 
QuarkDrive,BoosterEnergy,FreezeDry HydroPump Agility Taunt 
Technician,LifeOrb,BulletSeed CloseCombat MachPunch SwordsDance 
RoughSkin,FocusSash,Earthquake DragonTail StealthRock Spikes 
Justified,LifeOrb,CloseCombat BulletPunch ExtremeSpeed SwordsDance 
ThermalExchange,HeavyDutyBoots,GlaiveRush IcicleCrash Earthquake DragonDance 
GoodasGold,ChoiceScarf,ShadowBall MakeItRain NastyPlot Trick 
Protosynthesis,BoosterEnergy,ScaleShot Crunch Acrobatics DragonDance 
Technician,LifeOrb,BulletPunch CloseCombat QuickAttack SwordsDance 
RoughSkin,FocusSash,Earthquake DragonTail StealthRock Spikes 
ClearBody,SpellTag,DragonDarts PhantomForce SuckerPunch DragonDance 
GoodasGold,ChoiceScarf,ShadowBall MakeItRain NastyPlot Trick 
Protosynthesis,BoosterEnergy,Crunch Earthquake Acrobatics DragonDance 
BeadsofRuin,BlackGlasses,DarkPulse Flamethrower FlameCharge NastyPlot 
Technician,LifeOrb,BulletPunch CloseCombat TeraBlast SwordsDance 
RoughSkin,FocusSash,Earthquake DragonTail StealthRock Spikes 
FlameBody,HeavyDutyBoots,BugBuzz Flamethrower GigaDrain QuiverDance 
Infiltrator,SpellTag,DragonDarts PhantomForce SuckerPunch DragonDance 
GoodasGold,ChoiceScarf,ShadowBall MakeItRain NastyPlot Trick 
Protosynthesis,BoosterEnergy,ScaleShot Crunch Acrobatics DragonDance 
Technician,LifeOrb,BulletPunch CloseCombat QuickAttack SwordsDance 
RoughSkin,FocusSash,Earthquake DragonTail StealthRock Spikes 
SpeedBoost,Leftovers,StoredPower TeraBlast CalmMind Protect 
Regenerator,HeavyDutyBoots,KnockOff RapidSpin ShedTail Taunt 
GoodasGold,ChoiceScarf,ShadowBall MakeItRain NastyPlot Trick 
Protosynthesis,BoosterEnergy,Crunch Earthquake Acrobatics DragonDance 
Justified,LifeOrb,CloseCombat BulletPunch ExtremeSpeed SwordsDance 
RoughSkin,FocusSash,DragonTail Earthquake StealthRock Spikes 
SpeedBoost,Leftovers,StoredPower TeraBlast CalmMind Protect 
GoodasGold,ChoiceScarf,ShadowBall MakeItRain NastyPlot Trick 
Protosynthesis,BoosterEnergy,ScaleShot Crunch Acrobatics DragonDance 
Regenerator,HeavyDutyBoots,KnockOff RapidSpin ShedTail Taunt 
Technician,LifeOrb,BulletPunch CloseCombat QuickAttack SwordsDance 
RoughSkin,FocusSash,Earthquake DragonTail StealthRock Spikes 
GoodasGold,ChoiceScarf,ShadowBall MakeItRain NastyPlot Trick 
Protosynthesis,BoosterEnergy,ScaleShot Crunch Acrobatics DragonDance 
SwordofRuin,LifeOrb,SuckerPunch IceSpinner Crunch SwordsDance 
BeadsofRuin,HeavyDutyBoots,DarkPulse Flamethrower NastyPlot Taunt 
Regenerator,BlackSludge,ToxicSpikes Recover Haze SludgeBomb 
GoodasGold,AirBalloon,Recover ShadowBall MakeItRain NastyPlot 
Unaware,Leftovers,Recover Toxic StealthRock Earthquake 
OwnTempo,Leftovers,RapidSpin Recover BodyPress TeraBlast 
NaturalCure,HeavyDutyBoots,SoftBoiled HealBell SeismicToss Flamethrower 
Prankster,ToxicOrb,Switcheroo DazzlingGleam Spikes MagnetRise 
Infiltrator,ChoiceBand,TeraBlast DragonDarts Uturn SuckerPunch 
Pressure,Leftovers,Roost Defog Uturn BraveBird 
WaterAbsorb,BlackSludge,Toxic Earthquake Spikes Recover 
Protosynthesis,Leftovers,RapidSpin Earthquake CloseCombat StealthRock 
BeadsofRuin,ChoiceSpecs,Flamethrower Overheat DarkPulse Psychic 
Unaware,Leftovers,Rest SleepTalk Liquidation Curse 
Technician,WideLens,PopulationBomb TidyUp BulletSeed Encore 
WeakArmor,WeaknessPolicy,SwordsDance BitterBlade CloseCombat ShadowSneak 
Regenerator,HeavyDutyBoots,ShedTail RapidSpin KnockOff Uturn 
Prankster,LightClay,LightScreen Reflect SpiritBreak PartingShot 
GoodasGold,AirBalloon,NastyPlot ShadowBall MakeItRain Thunderbolt 
WaterAbsorb,Leftovers,StealthRock Earthquake Recover Toxic 
MagicBounce,FocusSash,TrickRoom HealingWish MysticalFire Nuzzle 
Oblivious,RockyHelmet,FutureSight TrickRoom ChillyReception SlackOff 
MagicBounce,FocusSash,TrickRoom HealingWish MysticalFire Nuzzle 
MoldBreaker,LifeOrb,SwordsDance IronHead CloseCombat Earthquake 
SupremeOverlord,BlackGlasses,SwordsDance SuckerPunch KowtowCleave IronHead 
IceBody,HeavyDutyBoots,BodyPress Avalanche Recover Curse 
Protosynthesis,Leftovers,Thunderbolt EarthPower TriAttack Protect 
Protosynthesis,LifeOrb,CloseCombat HeadlongRush IceSpinner IronHead 
Drought,HeatRock,SunnyDay SolarBeam Eruption Protect 
ElectricSurge,Leftovers,ElectricTerrain Thunderbolt HydroPump Protect 
QuarkDrive,LifeOrb,CloseCombat PsychoCut ThunderPunch ShadowClaw 
QuarkDrive,LifeOrb,FireBlast SludgeWave BugBuzz EnergyBall 
Sturdy,RockyHelmet,Avalanche RapidSpin BodyPress Recover 
Protosynthesis,LifeOrb,FirstImpression CloseCombat Earthquake Uturn 
Levitate,Leftovers,VoltSwitch WillOWisp Protect HydroPump 
SupremeOverlord,Leftovers,SwordsDance KowtowCleave SuckerPunch IronHead 
MagicBounce,Leftovers,CalmMind DrainingKiss Psychic MysticalFire 
Unaware,BlackSludge,Recover StealthRock SludgeBomb Earthquake 
Levitate,Leftovers,HydroPump VoltSwitch ThunderWave WillOWisp 
Technician,MuscleBand,MachPunch BulletSeed Spore SwordsDance 
Pressure,RockyHelmet,BraveBird Uturn Roost Defog 
Regenerator,HeavyDutyBoots,ShedTail RapidSpin Uturn KnockOff 
PurifyingSalt,Leftovers,SaltCure BodyPress IronDefense Recover 
SwordofRuin,HeavyDutyBoots,SuckerPunch SacredSword IceSpinner IceShard 
Protosynthesis,AssaultVest,HeadlongRush CloseCombat RapidSpin KnockOff 
BeadsofRuin,ChoiceSpecs,FireBlast DarkPulse Psychic Taunt 
Unaware,RockyHelmet,BodyPress Liquidation Rest SleepTalk 
Drought,HeatRock,StealthRock LavaPlume Yawn EarthPower 
Pixilate,Leftovers,HyperVoice Wish Protect TeraBlast 
Levitate,HeavyDutyBoots,VoltSwitch Overheat WillOWisp EerieImpulse 
Protosynthesis,Leftovers,StealthRock ThunderWave Wish Psyshock 
Moxie,Leftovers,SwordsDance AquaStep CloseCombat BraveBird 
SwordofRuin,ChoiceBand,Crunch IcicleCrash IceShard SacredSword 
GoodasGold,ChoiceScarf,MakeItRain ShadowBall FocusBlast Trick 
Regenerator,ChoiceScarf,ShedTail DracoMeteor RapidSpin KnockOff 
Multiscale,HeavyDutyBoots,DragonDance ExtremeSpeed Earthquake IceSpinner 
QuarkDrive,HeavyDutyBoots,IcePunch ThunderPunch DrainPunch Earthquake 
Pixilate,HeavyDutyBoots,HyperVoice Wish CalmMind Protect 
SupremeOverlord,HeavyDutyBoots,KowtowCleave SuckerPunch IronHead SwordsDance 
Infiltrator,HeavyDutyBoots,DragonDance DragonDarts TeraBlast PsychicFangs 
Unaware,HeavyDutyBoots,Crunch Curse Liquidation Rest 
Unaware,HeavyDutyBoots,Toxic Amnesia Recover PoisonJab 
GoodasGold,HeavyDutyBoots,Hex MakeItRain Recover ThunderWave 
QuarkDrive,HeavyDutyBoots,HydroPump IceBeam FreezeDry Uturn 
NaturalCure,HeavyDutyBoots,StealthRock ThunderWave SoftBoiled SeismicToss 
Regenerator,RockyHelmet,Spore StunSpore Synthesis GigaDrain 
Unaware,Leftovers,Waterfall BodyPress Curse Rest 
VesselofRuin,Leftovers,Earthquake Spikes HeavySlam Whirlwind 
Stakeout,FocusSash,StickyWeb Uturn FirstImpression Spikes 
Defiant,Leftovers,BulkUp DrainPunch RageFist Taunt 
GoodasGold,AirBalloon,MakeItRain ShadowBall Thunderbolt NastyPlot 
Protosynthesis,Leftovers,CloseCombat HeadlongRush RapidSpin KnockOff 
BeadsofRuin,ChoiceScarf,DarkPulse Psychic FireBlast Flamethrower 
Multiscale,HeavyDutyBoots,DragonDance Earthquake ExtremeSpeed FirePunch 
GoodasGold,ChoiceScarf,Hex MakeItRain Trick FocusBlast 
Protosynthesis,Leftovers,HeadlongRush KnockOff StealthRock RapidSpin 
Levitate,Leftovers,VoltSwitch HydroPump Protect WillOWisp 
QuarkDrive,BoosterEnergy,Moonblast CloseCombat Thunderbolt ZenHeadbutt 
Protosynthesis,BoosterEnergy,Acrobatics DragonDance Earthquake Crunch 
Unaware,BlackSludge,ToxicSpikes Earthquake Recover Toxic 
Protosynthesis,BoosterEnergy,DragonDance Acrobatics Crunch Earthquake 
Technician,LifeOrb,SwordsDance BulletPunch CloseCombat Uturn 
Protosynthesis,BoosterEnergy,HeadlongRush CloseCombat KnockOff StealthRock 
Unaware,Leftovers,Spikes Earthquake Toxic Recover 
BeadsofRuin,ChoiceScarf,FireBlast DarkPulse TeraBlast Memento 
Protean,HeavyDutyBoots,FlowerTrick KnockOff Uturn SuckerPunch 
Protosynthesis,AssaultVest,HeadlongRush CloseCombat RapidSpin KnockOff 
BeadsofRuin,ChoiceScarf,Overheat DarkPulse Psychic Flamethrower 
Unaware,Leftovers,BodyPress WaveCrash Curse Rest 
Drought,HeatRock,StealthRock LavaPlume Yawn EarthPower 
MagicBounce,Leftovers,CalmMind DrainingKiss Psychic MysticalFire 
Protosynthesis,ChoiceBand,Outrage Crunch Earthquake Uturn 
VesselofRuin,Leftovers,Earthquake ThroatChop StoneEdge StealthRock 
WaterAbsorb,Leftovers,HydroPump Yawn Wish Protect 
Pressure,HeavyDutyBoots,BodyPress Uturn Defog Roost 
ThermalExchange,HeavyDutyBoots,GlaiveRush IcicleCrash BrickBreak DragonDance 
QuarkDrive,ChoiceSpecs,AuraSphere Moonblast ShadowBall Thunderbolt 
CursedBody,ChoiceScarf,ShadowBall SludgeBomb Psychic Trick 
Pressure,RockyHelmet,Roost BodyPress Taunt Uturn 
BeadsofRuin,HeavyDutyBoots,Substitute LavaPlume DarkPulse NastyPlot 
VesselofRuin,HeavyDutyBoots,Rest Ruination Earthquake SleepTalk 
PurifyingSalt,HeavyDutyBoots,StealthRock SaltCure BrickBreak Recover 
Unaware,HeavyDutyBoots,Liquidation Rest SleepTalk Curse 
GoodasGold,ChoiceScarf,Trick ShadowBall MakeItRain FocusBlast 
Defiant,ChestoBerry,BulkUp DrainPunch RageFist Rest 
Infiltrator,HeavyDutyBoots,WillOWisp Hex ShadowBall DracoMeteor 
Multiscale,HeavyDutyBoots,DragonDance ExtremeSpeed Earthquake FirePunch 
SwordofRuin,HeavyDutyBoots,IceSpinner Crunch SwordsDance IceShard 
RoughSkin,RockyHelmet,Earthquake Spikes StealthRock DragonTail 
GoodasGold,AirBalloon,ShadowBall MakeItRain Recover NastyPlot 
QuarkDrive,PixiePlate,Moonblast Thunderbolt KnockOff CloseCombat 
Multiscale,ChoiceBand,ExtremeSpeed Earthquake Outrage ThunderPunch 
QuarkDrive,Leftovers,Earthquake KnockOff VoltSwitch RapidSpin 
PurifyingSalt,Leftovers,SaltCure BodyPress StealthRock Recover 
Pressure,Leftovers,BraveBird BodyPress Roost Uturn 
Infiltrator,ChoiceSpecs,DracoMeteor ShadowBall WillOWisp Uturn 
Pressure,Leftovers,BraveBird Roost Defog Uturn 
Levitate,Leftovers,HydroPump WillOWisp Protect VoltSwitch 
Protosynthesis,RockyHelmet,Earthquake KnockOff RapidSpin StealthRock 
SwordofRuin,ChoiceBand,IceShard IceSpinner Crunch SuckerPunch 
Technician,ChoiceBand,BulletPunch QuickAttack CloseCombat Uturn 
Infiltrator,ChoiceSpecs,DracoMeteor ShadowBall Flamethrower Uturn 
Protosynthesis,BoosterEnergy,SeedBomb Crunch CloseCombat Taunt 
CudChew,SitrusBerry,TrickRoom NastyPlot Psyshock TeraBlast 
Pressure,LifeOrb,ShadowBall Psyshock DarkPulse NastyPlot 
Stakeout,AssaultVest,CircleThrow RockTomb LeechLife ShadowClaw 
ShedSkin,SilkScarf,IceSpinner ShiftGear BodySlam BreakingSwipe 
MagicBounce,WiseGlasses,TrickRoom Psyshock DazzlingGleam CalmMind 
RoughSkin,ChoiceScarf,Earthquake DragonClaw FireBlast Spikes 
Technician,ChoiceBand,BulletPunch CloseCombat Uturn QuickAttack 
Levitate,Leftovers,HydroPump VoltSwitch Discharge NastyPlot 
MagicBounce,Leftovers,CalmMind DrainingKiss Psyshock MysticalFire 
Pressure,RockyHelmet,BraveBird Uturn Roost Defog 
SandStream,Leftovers,StealthRock RockBlast Earthquake ThunderWave 
QuarkDrive,ExpertBelt,Moonblast Psyshock ShadowBall FocusBlast 
QuarkDrive,HeavyDutyBoots,Uturn FireBlast SludgeWave EnergyBall 
Technician,ChoiceBand,BulletPunch Uturn CloseCombat NightSlash 
PurifyingSalt,Leftovers,StealthRock SaltCure Recover Protect 
Pressure,HeavyDutyBoots,Defog Roost Uturn BodyPress 
Regenerator,RockyHelmet,Spore SludgeBomb GigaDrain FoulPlay 
QuarkDrive,HeavyDutyBoots,ToxicSpikes SludgeWave Flamethrower MorningSun 
GoodasGold,ChoiceScarf,MakeItRain Hex Thunderbolt Trick 
VesselofRuin,Leftovers,StealthRock Spikes Whirlwind Earthquake 
QuarkDrive,ExpertBelt,Moonblast CloseCombat Psyshock Thunderbolt 
Regenerator,SitrusBerry,Uturn RapidSpin KnockOff ShedTail 
Unaware,Leftovers,BodyPress Liquidation Curse Rest 
SwordofRuin,FocusSash,IceShard ThroatChop SacredSword SwordsDance 
Protosynthesis,BoosterEnergy,Acrobatics Crunch Earthquake DragonDance 
FlameBody,HeavyDutyBoots,BraveBird FlareBlitz Defog Roost 
PurifyingSalt,Leftovers,BodyPress SaltCure HeavySlam Recover 
MoldBreaker,Leftovers,GigatonHammer KnockOff PlayRough StealthRock 
StormDrain,LifeOrb,HydroPump DracoMeteor NastyPlot RapidSpin 
Prankster,LightClay,Reflect LightScreen Taunt PartingShot 
GoodasGold,AirBalloon,MakeItRain ShadowBall FocusBlast NastyPlot 
Regenerator,HeavyDutyBoots,KnockOff RapidSpin ShedTail Uturn 
SupremeOverlord,BlackGlasses,SuckerPunch KowtowCleave IronHead SwordsDance 
SpeedBoost,Leftovers,StoredPower TeraBlast Roost CalmMind 
Multiscale,HeavyDutyBoots,ExtremeSpeed FirePunch Earthquake DragonDance 
SwordofRuin,ChoiceBand,IcicleCrash Crunch SacredSword PsychicFangs 
Technician,WideLens,PopulationBomb ShadowClaw TidyUp Uturn 
VesselofRuin,Leftovers,Earthquake HeavySlam BodyPress Spikes 
Protean,ChoiceScarf,Trick Uturn FlowerTrick KnockOff 
BeadsofRuin,ChoiceSpecs,Flamethrower Overheat DarkPulse Psychic 
GoodasGold,AirBalloon,ShadowBall ThunderWave MakeItRain Recover 
SandStream,ChoiceBand,StoneEdge Crunch FirePunch Earthquake 
Protosynthesis,BabiriBerry,DazzlingGleam StealthRock ThunderWave Wish 
Infiltrator,ChoiceSpecs,DracoMeteor ShadowBall Flamethrower Uturn 
Technician,AssaultVest,BulletPunch Uturn Thief CloseCombat 
Protosynthesis,HeavyDutyBoots,HeadlongRush CloseCombat IceSpinner RapidSpin 
Unaware,Leftovers,BodyPress Liquidation Curse Rest 
Unaware,Leftovers,BodyPress Liquidation Curse Rest 
Unaware,HeavyDutyBoots,TorchSong ShadowBall WillOWisp SlackOff 
RoughSkin,RockyHelmet,StealthRock Spikes Earthquake DragonTail 
Technician,HeavyDutyBoots,Defog BulletPunch Uturn Thief 
QuarkDrive,ChoiceBand,SpiritBreak CloseCombat KnockOff FirePunch 
Protean,ChoiceScarf,FlowerTrick KnockOff Uturn SuckerPunch 
Pressure,RockyHelmet,Uturn BodyPress Defog Roost 
VesselofRuin,Leftovers,Earthquake Spikes Ruination Whirlwind 
Protosynthesis,ChoiceSpecs,EarthPower Thunderbolt VoltSwitch FlashCannon 
Protosynthesis,LifeOrb,FirstImpression CloseCombat Uturn FlareBlitz 
Infiltrator,ChoiceSpecs,ShadowBall DracoMeteor Uturn Flamethrower 
Regenerator,RockyHelmet,Spore SludgeBomb GigaDrain FoulPlay 
Drizzle,DampRock,Surf Hurricane Uturn Roost 
SwiftSwim,ChoiceBand,WaveCrash IceSpinner AquaJet Liquidation 
QuarkDrive,HeavyDutyBoots,Hurricane DarkPulse HydroPump Tailwind 
RoughSkin,Leftovers,StealthRock Earthquake Liquidation Spikes 
Moxie,Leftovers,SwordsDance AquaStep CloseCombat RapidSpin 
