pkmn,ability,item,team,moves
Orthworm,EarthEater,SitrusBerry,IronTreads Breloom Palafin ChiYu Volcarona ,BodyPress Spikes ShedTail IronHead 
Breloom,Technician,LoadedDice,IronTreads Orthworm Palafin ChiYu Volcarona ,BulletSeed MachPunch SwordsDance GunkShot 
Palafin,ZerotoHero,Leftovers,IronTreads Orthworm Breloom ChiYu Volcarona ,JetPunch DrainPunch Taunt BulkUp 
ChiYu,BeadsofRuin,ChoiceScarf,IronTreads Orthworm Breloom Palafin Volcarona ,FireBlast DarkPulse TeraBlast Psychic 
Volcarona,FlameBody,HeavyDutyBoots,IronTreads Orthworm Breloom Palafin ChiYu ,QuiverDance Uturn Flamethrower BugBuzz 
Corviknight,Pressure,RockyHelmet,Scizor Dragapult Clodsire Pelipper Barraskewda ,Roost Defog Uturn BraveBird 
Scizor,Technician,LifeOrb,Corviknight Dragapult Clodsire Pelipper Barraskewda ,BulletPunch Uturn SwordsDance CloseCombat 
Dragapult,Infiltrator,HeavyDutyBoots,Corviknight Scizor Clodsire Pelipper Barraskewda ,Hex DracoMeteor WillOWisp Uturn 
Clodsire,WaterAbsorb,Leftovers,Corviknight Scizor Dragapult Pelipper Barraskewda ,Recover StealthRock Toxic Earthquake 
Pelipper,Drizzle,HeavyDutyBoots,Corviknight Scizor Dragapult Clodsire Barraskewda ,Surf Roost Hurricane Uturn 
Barraskewda,SwiftSwim,ChoiceBand,Corviknight Scizor Dragapult Clodsire Pelipper ,Liquidation CloseCombat PsychicFangs DrillRun 
RoaringMoon,Protosynthesis,HeavyDutyBoots,Torkoal Scovillain TingLu Blissey Dondozo ,Crunch DragonClaw TeraBlast DragonDance 
Torkoal,Drought,HeatRock,RoaringMoon Scovillain TingLu Blissey Dondozo ,StealthRock RapidSpin LavaPlume Yawn 
Scovillain,Chlorophyll,LifeOrb,RoaringMoon Torkoal TingLu Blissey Dondozo ,Growth Flamethrower GigaDrain TeraBlast 
TingLu,VesselofRuin,AssaultVest,RoaringMoon Torkoal Scovillain Blissey Dondozo ,Earthquake ThroatChop HeavySlam Ruination 
Blissey,NaturalCure,HeavyDutyBoots,RoaringMoon Torkoal Scovillain TingLu Dondozo ,HealBell ThunderWave SeismicToss SoftBoiled 
Dondozo,Unaware,RockyHelmet,RoaringMoon Torkoal Scovillain TingLu Blissey ,BodyPress Rest SleepTalk Yawn 
Slowbro,Regenerator,ColburBerry,Corviknight Clodsire Garganacl Hippowdon Houndstone ,Surf BodyPress FutureSight SlackOff 
Corviknight,Pressure,RockyHelmet,Slowbro Clodsire Garganacl Hippowdon Houndstone ,BodyPress IronDefense Defog Roost 
Clodsire,WaterAbsorb,BlackSludge,Slowbro Corviknight Garganacl Hippowdon Houndstone ,Earthquake Toxic Spikes Recover 
Garganacl,PurifyingSalt,Leftovers,Slowbro Corviknight Clodsire Hippowdon Houndstone ,SaltCure BodyPress IronDefense Recover 
Hippowdon,SandStream,SmoothRock,Slowbro Corviknight Clodsire Garganacl Houndstone ,Earthquake Whirlwind StealthRock SlackOff 
Houndstone,SandRush,Leftovers,Slowbro Corviknight Clodsire Garganacl Hippowdon ,LastRespects BodyPress WillOWisp Protect 
Ceruledge,WeakArmor,LifeOrb,PalafinHero TingLu IronValiant SandyShocks Dragapult ,SwordsDance BitterBlade ShadowSneak CloseCombat 
PalafinHero,ZerotoHero,HeavyDutyBoots,Ceruledge TingLu IronValiant SandyShocks Dragapult ,FlipTurn WaveCrash JetPunch CloseCombat 
TingLu,VesselofRuin,Leftovers,Ceruledge PalafinHero IronValiant SandyShocks Dragapult ,Spikes Earthquake ThroatChop StealthRock 
IronValiant,QuarkDrive,BoosterEnergy,Ceruledge PalafinHero TingLu SandyShocks Dragapult ,SwordsDance SpiritBreak DrainPunch Taunt 
SandyShocks,Protosynthesis,BoosterEnergy,Ceruledge PalafinHero TingLu IronValiant Dragapult ,VoltSwitch MirrorCoat EarthPower Thunderbolt 
Dragapult,Infiltrator,HeavyDutyBoots,Ceruledge PalafinHero TingLu IronValiant SandyShocks ,Uturn DracoMeteor WillOWisp Hex 
Pelipper,Drizzle,ChoiceSpecs,Palafin Quaquaval Amoonguss IronTreads FlutterMane ,Uturn Hurricane HydroPump TeraBlast 
Palafin,ZerotoHero,PunchingGlove,Pelipper Quaquaval Amoonguss IronTreads FlutterMane ,BulkUp JetPunch DrainPunch IcePunch 
Quaquaval,Moxie,ChoiceScarf,Pelipper Palafin Amoonguss IronTreads FlutterMane ,WaveCrash AquaJet BraveBird CloseCombat 
Amoonguss,Regenerator,BlackSludge,Pelipper Palafin Quaquaval IronTreads FlutterMane ,Spore Protect GigaDrain SludgeBomb 
IronTreads,QuarkDrive,BoosterEnergy,Pelipper Palafin Quaquaval Amoonguss FlutterMane ,Earthquake IceSpinner RapidSpin KnockOff 
FlutterMane,Protosynthesis,BoosterEnergy,Pelipper Palafin Quaquaval Amoonguss IronTreads ,Moonblast MysticalFire ShadowBall CalmMind 
Gholdengo,GoodasGold,ChoiceSpecs,SlitherWing IronTreads Meowscarada FlutterMane Tinkaton ,ShadowBall MakeItRain FocusBlast Thunderbolt 
SlitherWing,Protosynthesis,ChoiceScarf,Gholdengo IronTreads Meowscarada FlutterMane Tinkaton ,Uturn CloseCombat LeechLife WildCharge 
IronTreads,QuarkDrive,Leftovers,Gholdengo SlitherWing Meowscarada FlutterMane Tinkaton ,Earthquake RapidSpin StealthRock VoltSwitch 
Meowscarada,Protean,BlackGlasses,Gholdengo SlitherWing IronTreads FlutterMane Tinkaton ,Spikes KnockOff Uturn PlayRough 
FlutterMane,Protosynthesis,ChoiceScarf,Gholdengo SlitherWing IronTreads Meowscarada Tinkaton ,ShadowBall Psyshock Moonblast MysticalFire 
Tinkaton,OwnTempo,AssaultVest,Gholdengo SlitherWing IronTreads Meowscarada FlutterMane ,GigatonHammer KnockOff PlayRough FakeOut 
SandyShocks,Protosynthesis,BoosterEnergy,GreatTusk Chansey Gholdengo Spidops ChiYu ,Gravity Spikes EarthPower Thunder 
GreatTusk,Protosynthesis,BoosterEnergy,SandyShocks Chansey Gholdengo Spidops ChiYu ,HeadlongRush RapidSpin HeadSmash CloseCombat 
Chansey,NaturalCure,Eviolite,SandyShocks GreatTusk Gholdengo Spidops ChiYu ,StealthRock SoftBoiled Gravity Sing 
Gholdengo,GoodasGold,Leftovers,SandyShocks GreatTusk Chansey Spidops ChiYu ,MakeItRain ShadowBall ThunderWave Recover 
Spidops,Stakeout,HeavyDutyBoots,SandyShocks GreatTusk Chansey Gholdengo ChiYu ,StickyWeb Spikes CircleThrow Uturn 
ChiYu,BeadsofRuin,WideLens,SandyShocks GreatTusk Chansey Gholdengo Spidops ,Inferno DarkPulse FireBlast Taunt 
Dondozo,Unaware,Leftovers,Clodsire Corviknight Garganacl IronHands PalafinHero ,Rest Waterfall Earthquake SleepTalk 
Clodsire,Unaware,Leftovers,Dondozo Corviknight Garganacl IronHands PalafinHero ,Earthquake Toxic Recover StealthRock 
Corviknight,MirrorArmor,Leftovers,Dondozo Clodsire Garganacl IronHands PalafinHero ,Roost Uturn IronHead Defog 
Garganacl,PurifyingSalt,Leftovers,Dondozo Clodsire Corviknight IronHands PalafinHero ,SaltCure Recover BodyPress IronDefense 
IronHands,QuarkDrive,Leftovers,Dondozo Clodsire Corviknight Garganacl PalafinHero ,DrainPunch SwordsDance IcePunch WildCharge 
PalafinHero,ZerotoHero,ChoiceScarf,Dondozo Clodsire Corviknight Garganacl IronHands ,FlipTurn WaveCrash CloseCombat JetPunch 
Torkoal,Drought,ChoiceSpecs,Klefki Mimikyu Hatterene Breloom Kingambit ,Eruption EarthPower AncientPower SolarBeam 
Klefki,Prankster,MentalHerb,Torkoal Mimikyu Hatterene Breloom Kingambit ,SteelBeam FoulPlay Spikes TrickRoom 
Mimikyu,Disguise,RedCard,Torkoal Klefki Hatterene Breloom Kingambit ,PlayRough ShadowClaw Curse TrickRoom 
Hatterene,MagicBounce,FocusSash,Torkoal Klefki Mimikyu Breloom Kingambit ,Psychic DazzlingGleam TrickRoom HealingWish 
Breloom,Technician,LoadedDice,Torkoal Klefki Mimikyu Hatterene Kingambit ,BulletSeed TeraBlast RockTomb Spore 
Kingambit,SupremeOverlord,LifeOrb,Torkoal Klefki Mimikyu Hatterene Breloom ,IronHead SuckerPunch ZenHeadbutt BrickBreak 
Meowscarada,Protean,ChoiceBand,Torkoal Armarouge GreatTusk Clodsire Gholdengo ,Uturn SuckerPunch KnockOff FlowerTrick 
Torkoal,Drought,HeatRock,Meowscarada Armarouge GreatTusk Clodsire Gholdengo ,LavaPlume SolarBeam StealthRock WillOWisp 
Armarouge,FlashFire,ChoiceScarf,Meowscarada Torkoal GreatTusk Clodsire Gholdengo ,ArmorCannon Psyshock EnergyBall AuraSphere 
GreatTusk,Protosynthesis,HeavyDutyBoots,Meowscarada Torkoal Armarouge Clodsire Gholdengo ,RapidSpin HeadlongRush BrickBreak IceSpinner 
Clodsire,WaterAbsorb,Leftovers,Meowscarada Torkoal Armarouge GreatTusk Gholdengo ,Spikes Recover Haze Earthquake 
Gholdengo,GoodasGold,ShucaBerry,Meowscarada Torkoal Armarouge GreatTusk Clodsire ,MakeItRain Recover Memento ThunderWave 
IronThorns,QuarkDrive,BoosterEnergy,Grimmsnarl Baxcalibur ChienPao Cyclizar Espathra ,DragonDance StoneEdge Earthquake StealthRock 
Grimmsnarl,Prankster,LightClay,IronThorns Baxcalibur ChienPao Cyclizar Espathra ,Reflect LightScreen Taunt PartingShot 
Baxcalibur,ThermalExchange,Leftovers,IronThorns Grimmsnarl ChienPao Cyclizar Espathra ,DragonDance GlaiveRush IcicleCrash Earthquake 
ChienPao,SwordofRuin,HeavyDutyBoots,IronThorns Grimmsnarl Baxcalibur Cyclizar Espathra ,SwordsDance Crunch IcicleCrash SacredSword 
Cyclizar,Regenerator,SitrusBerry,IronThorns Grimmsnarl Baxcalibur ChienPao Espathra ,RapidSpin Taunt ShedTail KnockOff 
Espathra,SpeedBoost,Leftovers,IronThorns Grimmsnarl Baxcalibur ChienPao Cyclizar ,CalmMind LuminaCrash TeraBlast Roost 
IronValiant,QuarkDrive,BoosterEnergy,Gholdengo Masquerain Glimmora Dondozo Cyclizar ,SpiritBreak CloseCombat PsychoCut ShadowSneak 
Gholdengo,GoodasGold,ChoiceScarf,IronValiant Masquerain Glimmora Dondozo Cyclizar ,MakeItRain ShadowBall Thunderbolt Trick 
Masquerain,Intimidate,HeavyDutyBoots,IronValiant Gholdengo Glimmora Dondozo Cyclizar ,QuiverDance Hurricane HydroPump StickyWeb 
Glimmora,ToxicDebris,ChoiceSpecs,IronValiant Gholdengo Masquerain Dondozo Cyclizar ,EarthPower EnergyBall SludgeWave Spikes 
Dondozo,Unaware,Leftovers,IronValiant Gholdengo Masquerain Glimmora Cyclizar ,Curse Liquidation Rest BodyPress 
Cyclizar,Regenerator,SitrusBerry,IronValiant Gholdengo Masquerain Glimmora Dondozo ,ShedTail RapidSpin KnockOff Taunt 
IronValiant,QuarkDrive,BoosterEnergy,ChiYu Gholdengo GreatTusk RotomWash Corviknight ,Moonblast CloseCombat Thunderbolt TeraBlast 
ChiYu,BeadsofRuin,ChoiceSpecs,IronValiant Gholdengo GreatTusk RotomWash Corviknight ,LavaPlume DarkPulse Overheat Psychic 
Gholdengo,GoodasGold,AirBalloon,IronValiant ChiYu GreatTusk RotomWash Corviknight ,MakeItRain ShadowBall NastyPlot Substitute 
GreatTusk,Protosynthesis,ChoiceScarf,IronValiant ChiYu Gholdengo RotomWash Corviknight ,HeadlongRush CloseCombat RapidSpin StealthRock 
RotomWash,Levitate,Leftovers,IronValiant ChiYu Gholdengo GreatTusk Corviknight ,HydroPump VoltSwitch NastyPlot ThunderWave 
Corviknight,Pressure,RockyHelmet,IronValiant ChiYu Gholdengo GreatTusk RotomWash ,IronHead Uturn Defog Roost 
Espathra,SpeedBoost,Leftovers,Volcarona Grimmsnarl Garchomp Ditto Corviknight ,StoredPower CalmMind Roost DazzlingGleam 
Volcarona,FlameBody,HeavyDutyBoots,Espathra Grimmsnarl Garchomp Ditto Corviknight ,QuiverDance BugBuzz FireBlast GigaDrain 
Grimmsnarl,Prankster,LightClay,Espathra Volcarona Garchomp Ditto Corviknight ,PartingShot Reflect LightScreen Taunt 
Garchomp,RoughSkin,LifeOrb,Espathra Volcarona Grimmsnarl Ditto Corviknight ,Earthquake TeraBlast Spikes StealthRock 
Ditto,Imposter,ChoiceScarf,Espathra Volcarona Grimmsnarl Garchomp Corviknight ,Transform None None None 
Corviknight,Pressure,WeaknessPolicy,Espathra Volcarona Grimmsnarl Garchomp Ditto ,PowerTrip Roost BulkUp Agility 
Torkoal,Drought,HeatRock,Garchomp RoaringMoon GreatTusk Cyclizar ChienPao ,HeatWave SolarBeam EarthPower Yawn 
Garchomp,RoughSkin,RockyHelmet,Torkoal RoaringMoon GreatTusk Cyclizar ChienPao ,StealthRock Spikes Earthquake DragonTail 
RoaringMoon,Protosynthesis,ChoiceBand,Torkoal Garchomp GreatTusk Cyclizar ChienPao ,DragonClaw Crunch IronHead Uturn 
GreatTusk,Protosynthesis,Leftovers,Torkoal Garchomp RoaringMoon Cyclizar ChienPao ,RapidSpin CloseCombat Earthquake PlayRough 
Cyclizar,Regenerator,HeavyDutyBoots,Torkoal Garchomp RoaringMoon GreatTusk ChienPao ,ShedTail Uturn Taunt RapidSpin 
ChienPao,SwordofRuin,HeavyDutyBoots,Torkoal Garchomp RoaringMoon GreatTusk Cyclizar ,SwordsDance IceSpinner Crunch PsychicFangs 
FlutterMane,Protosynthesis,BoosterEnergy,PalafinHero Gholdengo IronMoth Lokix Breloom ,CalmMind Psyshock Moonblast Hex 
PalafinHero,ZerotoHero,ChoiceBand,FlutterMane Gholdengo IronMoth Lokix Breloom ,FlipTurn JetPunch WaveCrash CloseCombat 
Gholdengo,GoodasGold,LightClay,FlutterMane PalafinHero IronMoth Lokix Breloom ,MakeItRain Reflect LightScreen ThunderWave 
IronMoth,QuarkDrive,HeavyDutyBoots,FlutterMane PalafinHero Gholdengo Lokix Breloom ,Venoshock MorningSun FieryDance ToxicSpikes 
Lokix,TintedLens,HeavyDutyBoots,FlutterMane PalafinHero Gholdengo IronMoth Breloom ,FirstImpression SuckerPunch Uturn AxeKick 
Breloom,PoisonHeal,ToxicOrb,FlutterMane PalafinHero Gholdengo IronMoth Lokix ,MachPunch Spore CloseCombat TeraBlast 
IronMoth,QuarkDrive,BoosterEnergy,Toxtricity Dragapult Azumarill RoaringMoon Meowscarada ,Agility FieryDance Discharge BugBuzz 
Toxtricity,PunkRock,ChoiceSpecs,IronMoth Dragapult Azumarill RoaringMoon Meowscarada ,Boomburst Overdrive VoltSwitch SludgeBomb 
Dragapult,Infiltrator,ChoiceSpecs,IronMoth Toxtricity Azumarill RoaringMoon Meowscarada ,DracoMeteor FireBlast ShadowBall Uturn 
Azumarill,HugePower,ChoiceBand,IronMoth Toxtricity Dragapult RoaringMoon Meowscarada ,AquaJet PlayRough Liquidation Superpower 
RoaringMoon,Protosynthesis,BoosterEnergy,IronMoth Toxtricity Dragapult Azumarill Meowscarada ,DragonDance Outrage Earthquake Acrobatics 
Meowscarada,Protean,AssaultVest,IronMoth Toxtricity Dragapult Azumarill RoaringMoon ,Uturn SuckerPunch PetalBlizzard PlayRough 
Glimmora,ToxicDebris,FocusSash,WoChien Dondozo Scizor RotomWash Gholdengo ,StealthRock Spikes MortalSpin EarthPower 
WoChien,TabletsofRuin,Leftovers,Glimmora Dondozo Scizor RotomWash Gholdengo ,LeechSeed KnockOff Substitute GrassKnot 
Dondozo,Unaware,Leftovers,Glimmora WoChien Scizor RotomWash Gholdengo ,Curse WaveCrash Earthquake Avalanche 
Scizor,Technician,ChoiceBand,Glimmora WoChien Dondozo RotomWash Gholdengo ,BulletPunch Uturn CloseCombat NightSlash 
RotomWash,Levitate,ChoiceScarf,Glimmora WoChien Dondozo Scizor Gholdengo ,VoltSwitch ShadowBall HydroPump Trick 
Gholdengo,GoodasGold,AirBalloon,Glimmora WoChien Dondozo Scizor RotomWash ,MakeItRain DazzlingGleam Thunderbolt ShadowBall 
Torkoal,Drought,HeatRock,Cyclizar Glimmora Ceruledge RoaringMoon Gholdengo ,SunnyDay Eruption ClearSmog RapidSpin 
Cyclizar,Regenerator,EjectButton,Torkoal Glimmora Ceruledge RoaringMoon Gholdengo ,ShedTail RapidSpin Uturn KnockOff 
Glimmora,ToxicDebris,FocusSash,Torkoal Cyclizar Ceruledge RoaringMoon Gholdengo ,Spikes StealthRock MortalSpin Memento 
Ceruledge,FlashFire,Leftovers,Torkoal Cyclizar Glimmora RoaringMoon Gholdengo ,BulkUp WillOWisp BitterBlade SolarBlade 
RoaringMoon,Protosynthesis,LifeOrb,Torkoal Cyclizar Glimmora Ceruledge Gholdengo ,DragonDance JawLock IronHead Earthquake 
Gholdengo,GoodasGold,ChoiceScarf,Torkoal Cyclizar Glimmora Ceruledge RoaringMoon ,Trick MakeItRain ShadowBall FocusBlast 
Cyclizar,Regenerator,SitrusBerry,Corviknight IronTreads RotomWash RoaringMoon Gholdengo ,ShedTail DracoMeteor Overheat RapidSpin 
Corviknight,Pressure,RockyHelmet,Cyclizar IronTreads RotomWash RoaringMoon Gholdengo ,Uturn BodyPress Defog Roost 
IronTreads,QuarkDrive,SitrusBerry,Cyclizar Corviknight RotomWash RoaringMoon Gholdengo ,Earthquake StealthRock VoltSwitch KnockOff 
RotomWash,Levitate,AssaultVest,Cyclizar Corviknight IronTreads RoaringMoon Gholdengo ,VoltSwitch HydroPump Discharge DarkPulse 
RoaringMoon,Protosynthesis,BoosterEnergy,Cyclizar Corviknight IronTreads RotomWash Gholdengo ,Acrobatics Crunch DragonDance Earthquake 
Gholdengo,GoodasGold,Leftovers,Cyclizar Corviknight IronTreads RotomWash RoaringMoon ,ShadowBall MakeItRain ThunderWave Recover 
ChiYu,BeadsofRuin,ChoiceSpecs,Garchomp PalafinHero Corviknight Breloom ScreamTail ,Flamethrower DarkPulse Overheat Psychic 
Garchomp,RoughSkin,ChoiceScarf,ChiYu PalafinHero Corviknight Breloom ScreamTail ,StealthRock DragonClaw Earthquake Outrage 
PalafinHero,ZerotoHero,Leftovers,ChiYu Garchomp Corviknight Breloom ScreamTail ,BulkUp Taunt DrainPunch JetPunch 
Corviknight,MirrorArmor,RockyHelmet,ChiYu Garchomp PalafinHero Breloom ScreamTail ,BraveBird Roost Defog Uturn 
Breloom,PoisonHeal,ToxicOrb,ChiYu Garchomp PalafinHero Corviknight ScreamTail ,Spore SeedBomb MachPunch TeraBlast 
ScreamTail,Protosynthesis,Leftovers,ChiYu Garchomp PalafinHero Corviknight Breloom ,Wish Protect DazzlingGleam CalmMind 
PalafinHero,ZerotoHero,Leftovers,Cyclizar Ditto IronValiant SandyShocks Dragapult ,BulkUp Taunt JetPunch DrainPunch 
Cyclizar,Regenerator,HeavyDutyBoots,PalafinHero Ditto IronValiant SandyShocks Dragapult ,RapidSpin KnockOff ShedTail Taunt 
Ditto,Imposter,ChoiceScarf,PalafinHero Cyclizar IronValiant SandyShocks Dragapult ,Transform None None None 
IronValiant,QuarkDrive,BoosterEnergy,PalafinHero Cyclizar Ditto SandyShocks Dragapult ,SwordsDance SpiritBreak CloseCombat ZenHeadbutt 
SandyShocks,Protosynthesis,AirBalloon,PalafinHero Cyclizar Ditto IronValiant Dragapult ,StealthRock EarthPower Thunderbolt VoltSwitch 
Dragapult,ClearBody,HeavyDutyBoots,PalafinHero Cyclizar Ditto IronValiant SandyShocks ,WillOWisp Hex Uturn DracoMeteor 
Grimmsnarl,Prankster,LightClay,Scizor Gyarados GreatTusk IronBundle Espathra ,LightScreen Reflect Taunt PartingShot 
Scizor,Technician,LifeOrb,Grimmsnarl Gyarados GreatTusk IronBundle Espathra ,BulletPunch TeraBlast CloseCombat SwordsDance 
Gyarados,Intimidate,HeavyDutyBoots,Grimmsnarl Scizor GreatTusk IronBundle Espathra ,Waterfall TeraBlast DragonDance Taunt 
GreatTusk,Protosynthesis,BoosterEnergy,Grimmsnarl Scizor Gyarados IronBundle Espathra ,RapidSpin BulkUp Earthquake CloseCombat 
IronBundle,QuarkDrive,BoosterEnergy,Grimmsnarl Scizor Gyarados GreatTusk Espathra ,HydroPump FreezeDry Agility IceBeam 
Espathra,SpeedBoost,Leftovers,Grimmsnarl Scizor Gyarados GreatTusk IronBundle ,CalmMind Substitute StoredPower DazzlingGleam 
Lokix,TintedLens,LifeOrb,Gholdengo Clodsire GreatTusk Scizor IronBundle ,FirstImpression SuckerPunch Uturn ThroatChop 
Gholdengo,GoodasGold,AirBalloon,Lokix Clodsire GreatTusk Scizor IronBundle ,ShadowBall MakeItRain Recover NastyPlot 
Clodsire,WaterAbsorb,MentalHerb,Lokix Gholdengo GreatTusk Scizor IronBundle ,Toxic Spikes Recover Earthquake 
GreatTusk,Protosynthesis,BoosterEnergy,Lokix Gholdengo Clodsire Scizor IronBundle ,HeadlongRush CloseCombat RapidSpin StealthRock 
Scizor,Technician,ChoiceBand,Lokix Gholdengo Clodsire GreatTusk IronBundle ,Uturn BulletPunch CloseCombat TeraBlast 
IronBundle,QuarkDrive,BoosterEnergy,Lokix Gholdengo Clodsire GreatTusk Scizor ,IceBeam HydroPump TeraBlast FreezeDry 
IronTreads,QuarkDrive,FocusSash,Dragapult Kingambit IronBundle PalafinHero Scizor ,StealthRock RapidSpin Earthquake IceSpinner 
Dragapult,Infiltrator,ChoiceSpecs,IronTreads Kingambit IronBundle PalafinHero Scizor ,Flamethrower DracoMeteor ShadowBall Surf 
Kingambit,SupremeOverlord,BlackGlasses,IronTreads Dragapult IronBundle PalafinHero Scizor ,SuckerPunch KowtowCleave SwordsDance BrickBreak 
IronBundle,QuarkDrive,BoosterEnergy,IronTreads Dragapult Kingambit PalafinHero Scizor ,IceBeam HydroPump FreezeDry TeraBlast 
PalafinHero,ZerotoHero,Leftovers,IronTreads Dragapult Kingambit IronBundle Scizor ,JetPunch DrainPunch Taunt BulkUp 
Scizor,Technician,ChoiceBand,IronTreads Dragapult Kingambit IronBundle PalafinHero ,Uturn BulletPunch CloseCombat TeraBlast 
Leafeon,Chlorophyll,ScopeLens,Torkoal Hatterene ChiYu Clodsire Dondozo ,LeafBlade SwordsDance TeraBlast DoubleEdge 
Torkoal,Drought,HeatRock,Leafeon Hatterene ChiYu Clodsire Dondozo ,RapidSpin StealthRock Yawn LavaPlume 
Hatterene,MagicBounce,AirBalloon,Leafeon Torkoal ChiYu Clodsire Dondozo ,CalmMind Psyshock DazzlingGleam MysticalFire 
ChiYu,BeadsofRuin,ChoiceScarf,Leafeon Torkoal Hatterene Clodsire Dondozo ,DarkPulse Flamethrower Psychic Memento 
Clodsire,WaterAbsorb,Leftovers,Leafeon Torkoal Hatterene ChiYu Dondozo ,Spikes Toxic Recover Earthquake 
Dondozo,Unaware,Leftovers,Leafeon Torkoal Hatterene ChiYu Clodsire ,Rest SleepTalk BodyPress Liquidation 
Amoonguss,Regenerator,RockyHelmet,ChiYu Dragapult GreatTusk Slowking Gholdengo ,FoulPlay Spore GigaDrain Toxic 
ChiYu,BeadsofRuin,HeavyDutyBoots,Amoonguss Dragapult GreatTusk Slowking Gholdengo ,Flamethrower Taunt DarkPulse Snarl 
Dragapult,Infiltrator,HeavyDutyBoots,Amoonguss ChiYu GreatTusk Slowking Gholdengo ,WillOWisp Hex Uturn DracoMeteor 
GreatTusk,Protosynthesis,Leftovers,Amoonguss ChiYu Dragapult Slowking Gholdengo ,Earthquake RapidSpin KnockOff StealthRock 
Slowking,Regenerator,HeavyDutyBoots,Amoonguss ChiYu Dragapult GreatTusk Gholdengo ,Surf SlackOff ChillyReception FutureSight 
Gholdengo,GoodasGold,ChoiceScarf,Amoonguss ChiYu Dragapult GreatTusk Slowking ,MakeItRain ShadowBall FocusBlast Trick 
Clodsire,WaterAbsorb,RockyHelmet,Skeledirge IronHands Tinkaton Arboliva IronBundle ,StealthRock Recover Toxic Earthquake 
Skeledirge,Unaware,Leftovers,Clodsire IronHands Tinkaton Arboliva IronBundle ,SlackOff WillOWisp TorchSong Hex 
IronHands,QuarkDrive,AssaultVest,Clodsire Skeledirge Tinkaton Arboliva IronBundle ,DrainPunch CloseCombat VoltSwitch ThunderPunch 
Tinkaton,MoldBreaker,RockyHelmet,Clodsire Skeledirge IronHands Arboliva IronBundle ,Rest SleepTalk PlayRough GigatonHammer 
Arboliva,Harvest,AguavBerry,Clodsire Skeledirge IronHands Tinkaton IronBundle ,LeechSeed Protect EnergyBall HyperBeam 
IronBundle,QuarkDrive,ChoiceScarf,Clodsire Skeledirge IronHands Tinkaton Arboliva ,FlipTurn IceBeam Whirlpool HydroPump 
